token@token lego-rl % scripts/run_on_hub.sh robot/sysid_collision.py
Searching for any hub with Pybricks service...
battery mV: 7514
gains: 10.71 0.8700001 0.43 0.3 tau: 30 slew: 150 trig: rate> 80 or stall< 0.5
targets deg/s: (300, 450, 600, 750) x 3 reps, ascending
S,seg,v_target,battery_mV,hit,fell,v_at_trig,peak_rate,peak_pitch_x10,recov_sigma_x100,trig_eff
D,i,pitch_x100,rate_x10,yaw_x10,wl,wr,duty_x10,vref
D , 284 , -956 , -758 , 26 , 431 , 464 , -339 , 300
D , 285 , -914 , -485 , 2 , 437 , 458 , -47 , 300
D , 286 , -838 , -163 , 58 , 437 , 458 , 308 , 300
D , 287 , -735 , 180 , 109 , 415 , 444 , 693 , 300
D , 288 , -619 , 507 , 109 , 415 , 444 , 1000 , 300
D , 289 , -499 , 781 , 100 , 401 , 437 , 1000 , 300
D , 290 , -387 , 989 , 103 , 393 , 425 , 1000 , 300
D , 291 , -290 , 1104 , 70 , 383 , 403 , 1000 , 300
D , 292 , -224 , 1096 , -75 , 383 , 403 , 1000 , 300
D , 293 , -203 , 913 , -112 , 376 , 371 , 1000 , 300
D , 294 , -244 , 628 , -34 , 376 , 371 , 1000 , 300
D , 295 , -315 , 297 , 91 , 361 , 383 , 1000 , 300
D , 296 , -405 , -11 , 69 , 361 , 383 , 725 , 300
D , 297 , -457 , -65 , -564 , 348 , 334 , 560 , 300
D , 298 , -474 , -120 , -666 , 348 , 334 , 489 , 300
D , 299 , -454 , 57 , 473 , 339 , 341 , 658 , 300
S, 9 , 450 , 7396 , 1 , 0 , 846 , 685 , 310 , 1303 , 352
D , 0 , 26 , 433 , -92 , 813 , 803 , 1000 , 450
D , 1 , 5 , 265 , 57 , 813 , 803 , 1000 , 450
D , 2 , -53 , 63 , -52 , 820 , 821 , 1000 , 450
D , 3 , -111 , -124 , -83 , 823 , 828 , 884 , 450
D , 4 , -171 , -280 , -80 , 823 , 823 , 698 , 450
D , 5 , -228 , -402 , 209 , 829 , 830 , 524 , 450
D , 6 , -283 , -500 , 313 , 827 , 830 , 399 , 450
D , 7 , -334 , -572 , 182 , 820 , 828 , 279 , 450
D , 8 , -379 , -612 , 19 , 814 , 830 , 183 , 450
D , 9 , -412 , -609 , -85 , 811 , 830 , 143 , 450
D , 10 , -431 , -544 , -5 , 801 , 822 , 176 , 450
D , 11 , -426 , -421 , 117 , 785 , 810 , 260 , 450
D , 12 , -395 , -246 , 196 , 778 , 803 , 403 , 450
D , 13 , -343 , -39 , 102 , 770 , 795 , 619 , 450
D , 14 , -275 , 174 , -41 , 766 , 793 , 854 , 450
D , 15 , -200 , 377 , -39 , 765 , 789 , 1000 , 450
D , 16 , -123 , 545 , 0 , 761 , 789 , 1000 , 450
D , 17 , -53 , 660 , -34 , 760 , 789 , 1000 , 450
D , 18 , -1 , 690 , -69 , 756 , 775 , 1000 , 450
D , 19 , 22 , 622 , 5 , 755 , 782 , 1000 , 450
D , 20 , 14 , 453 , -33 , 761 , 786 , 1000 , 450
D , 21 , -30 , 261 , 23 , 757 , 782 , 1000 , 450
D , 22 , -80 , 73 , 33 , 751 , 780 , 935 , 450
D , 23 , -133 , -91 , -22 , 754 , 763 , 723 , 450
D , 24 , -185 , -226 , -58 , 754 , 771 , 529 , 450
D , 25 , -233 , -332 , -83 , 754 , 771 , 398 , 450
D , 26 , -276 , -402 , 33 , 752 , 761 , 291 , 450
D , 27 , -311 , -441 , -22 , 753 , 757 , 201 , 450
D , 28 , -338 , -445 , -53 , 751 , 747 , 164 , 450
D , 29 , -353 , -408 , -70 , 745 , 741 , 162 , 450
D , 30 , -356 , -336 , 100 , 744 , 737 , 204 , 450
D , 31 , -341 , -225 , 236 , 747 , 738 , 309 , 450
D , 32 , -307 , -69 , 134 , 746 , 737 , 487 , 450
D , 33 , -252 , 119 , 26 , 747 , 737 , 707 , 450
D , 34 , -181 , 329 , -76 , 743 , 735 , 968 , 450
D , 35 , -100 , 521 , -81 , 734 , 731 , 1000 , 450
D , 36 , -19 , 684 , 3 , 724 , 727 , 1000 , 450
D , 37 , 54 , 786 , 146 , 738 , 728 , 1000 , 450
D , 38 , 108 , 800 , 133 , 739 , 744 , 1000 , 450
D , 39 , 132 , 695 , -73 , 741 , 747 , 1000 , 450
D , 40 , 117 , 517 , -228 , 740 , 748 , 1000 , 450
D , 41 , 81 , 322 , -161 , 744 , 744 , 1000 , 450
D , 42 , 33 , 130 , 188 , 749 , 753 , 1000 , 450
D , 43 , -15 , -30 , 352 , 748 , 764 , 859 , 450
D , 44 , -64 , -163 , 225 , 745 , 766 , 706 , 450
D , 45 , -109 , -266 , -137 , 739 , 773 , 566 , 450
D , 46 , -151 , -350 , -197 , 741 , 780 , 450 , 450
D , 47 , -191 , -418 , -22 , 739 , 783 , 361 , 450
D , 48 , -229 , -464 , 250 , 744 , 799 , 282 , 450
D , 49 , -270 , -484 , 124 , 755 , 804 , 252 , 450
D , 50 , -292 , -470 , -82 , 760 , 812 , 265 , 450
D , 51 , -303 , -418 , -102 , 763 , 809 , 318 , 450
D , 52 , -297 , -319 , 47 , 768 , 814 , 411 , 450
D , 53 , -272 , -181 , 147 , 771 , 818 , 573 , 450
D , 54 , -233 , -27 , 96 , 774 , 822 , 760 , 450
D , 55 , -182 , 132 , -146 , 788 , 802 , 963 , 450
D , 56 , -127 , 282 , -221 , 798 , 829 , 1000 , 450
D , 57 , -70 , 407 , -110 , 786 , 827 , 1000 , 450
D , 58 , -19 , 472 , 143 , 781 , 820 , 1000 , 450
D , 59 , 17 , 447 , 173 , 776 , 817 , 1000 , 450
D , 60 , 12 , 332 , 100 , 775 , 775 , 1000 , 450
D , 61 , -24 , 150 , -20 , 769 , 785 , 1000 , 450
D , 62 , -81 , -50 , 2 , 719 , 828 , 850 , 450
D , 63 , -146 , -237 , -11 , 759 , 819 , 607 , 450
D , 64 , -169 , -120 , -652 , 761 , 764 , 730 , 450
D , 65 , -122 , -13 , -1035 , 778 , 737 , 794 , 450
D , 66 , -105 , -9 , -1015 , 732 , 713 , 800 , 450
D , 67 , -121 , -43 , -965 , 744 , 704 , 650 , 450
D , 68 , -119 , -1 , -599 , 752 , 723 , 693 , 450
D , 69 , -81 , 145 , -597 , 810 , 737 , 901 , 450
D , 70 , -26 , 278 , -517 , 770 , 695 , 1000 , 450
D , 71 , 25 , 375 , -543 , 783 , 675 , 1000 , 450
D , 72 , 51 , 361 , -497 , 795 , 669 , 1000 , 450
D , 73 , 51 , 294 , -289 , 813 , 683 , 1000 , 450
D , 74 , 92 , 495 , 483 , 820 , 701 , 1000 , 450
D , 75 , 195 , 726 , 553 , 820 , 701 , 1000 , 450
D , 76 , 343 , 1102 , -468 , 837 , 723 , 1000 , 450
D , 77 , 477 , 1294 , -876 , 837 , 723 , 1000 , 450
D , 78 , 628 , 1466 , -414 , 936 , 740 , 1000 , 450
D , 79 , 783 , 1754 , -25 , 936 , 740 , 1000 , 450
D , 80 , 956 , 2019 , 199 , 910 , 837 , 1000 , 450
D , 81 , 1109 , 2110 , 412 , 902 , 831 , 1000 , 450
D , 82 , 1205 , 2038 , 759 , 953 , 745 , 1000 , 450
D , 83 , 1251 , 1859 , 622 , 932 , 748 , 1000 , 450
D , 84 , 1246 , 1581 , 202 , 916 , 807 , 1000 , 450
D , 85 , 1208 , 1107 , -679 , 916 , 807 , 1000 , 450
D , 86 , 1102 , 609 , -1042 , 929 , 854 , 1000 , 450
D , 87 , 955 , 31 , -478 , 929 , 854 , 1000 , 450
D , 88 , 807 , -144 , -83 , 904 , 822 , 1000 , 450
D , 89 , 769 , -221 , 278 , 841 , 794 , 1000 , 450
D , 90 , 743 , -274 , 311 , 874 , 835 , 1000 , 450
D , 91 , 725 , -269 , 294 , 864 , 871 , 1000 , 450
D , 92 , 708 , -278 , 288 , 875 , 904 , 1000 , 450
D , 93 , 708 , -210 , 235 , 887 , 909 , 1000 , 450
D , 94 , 726 , -109 , 68 , 897 , 905 , 1000 , 450
D , 95 , 750 , -26 , 167 , 897 , 905 , 1000 , 450
D , 96 , 764 , -27 , 271 , 879 , 898 , 1000 , 450
D , 97 , 739 , -157 , -249 , 855 , 913 , 1000 , 450
D , 98 , 662 , -421 , -732 , 803 , 918 , 1000 , 450
D , 99 , 514 , -885 , -670 , 809 , 884 , 1000 , 450
T , 100 , 282 , -1536 , -27 , 834 , 874 , 1000 , 450
D , 101 , -18 , -2257 , 375 , 834 , 874 , 599 , 450
D , 102 , -351 , -2912 , 555 , 843 , 920 , -277 , 450
D , 103 , -687 , -3475 , 539 , 843 , 920 , -1000 , 450
D , 104 , -931 , -3433 , 392 , 841 , 926 , -1000 , 450
D , 105 , -999 , -3069 , 177 , 835 , 887 , -1000 , 450
D , 106 , -1033 , -2747 , 272 , 815 , 844 , -813 , 450
D , 107 , -1089 , -2508 , 310 , 815 , 844 , -756 , 450
D , 108 , -1142 , -2312 , 156 , 733 , 775 , -736 , 450
D , 109 , -1203 , -2165 , -139 , 700 , 754 , -801 , 450
D , 110 , -1266 , -2043 , -558 , 663 , 720 , -842 , 450
D , 111 , -1345 , -1991 , -409 , 663 , 720 , -998 , 450
D , 112 , -1426 , -1955 , 237 , 510 , 596 , -1000 , 450
D , 113 , -1509 , -1904 , 672 , 510 , 596 , -1000 , 450
D , 114 , -1574 , -1793 , 727 , 377 , 476 , -1000 , 450
D , 115 , -1609 , -1612 , 120 , 377 , 476 , -1000 , 450
D , 116 , -1620 , -1378 , -379 , 272 , 365 , -1000 , 450
D , 117 , -1610 , -1146 , -528 , 272 , 365 , -1000 , 450
D , 118 , -1594 , -928 , -440 , 121 , 211 , -1000 , 450
D , 119 , -1580 , -758 , -254 , 121 , 211 , -1000 , 450
D , 120 , -1565 , -602 , 72 , -35 , 47 , -1000 , 450
D , 121 , -1547 , -457 , 286 , -35 , 47 , -1000 , 450
D , 122 , -1519 , -296 , 281 , -196 , -127 , -1000 , 450
D , 123 , -1478 , -122 , 44 , -196 , -127 , -1000 , 450
D , 124 , -1428 , 55 , -113 , -377 , -318 , -1000 , 450
D , 125 , -1368 , 224 , 33 , -377 , -318 , -1000 , 450
D , 126 , -1288 , 381 , 250 , -518 , -425 , -1000 , 450
D , 127 , -1221 , 525 , 95 , -518 , -425 , -1000 , 450
D , 128 , -1156 , 644 , -37 , -621 , -535 , -1000 , 450
D , 129 , -1091 , 741 , -235 , -672 , -596 , -1000 , 450
D , 130 , -1024 , 833 , -235 , -728 , -659 , -1000 , 450
D , 131 , -955 , 918 , -79 , -749 , -707 , -1000 , 450
D , 132 , -881 , 1015 , 47 , -785 , -756 , -1000 , 450
D , 133 , -800 , 1112 , 103 , -785 , -756 , -1000 , 450
D , 134 , -714 , 1207 , 111 , -876 , -836 , -1000 , 450
D , 135 , -629 , 1287 , 54 , -876 , -836 , -1000 , 450
D , 136 , -519 , 1367 , -36 , -938 , -902 , -1000 , 450
D , 137 , -429 , 1440 , 27 , -938 , -902 , -1000 , 450
D , 138 , -335 , 1513 , 7 , -984 , -965 , -1000 , 450
D , 139 , -237 , 1589 , 108 , -984 , -965 , -1000 , 450
D , 140 , -135 , 1665 , 204 , -1025 , -1019 , -1000 , 450
D , 141 , -29 , 1741 , 106 , -1046 , -1037 , -1000 , 450
D , 142 , 77 , 1805 , -48 , -1071 , -1064 , -1000 , 450
D , 143 , 187 , 1873 , -56 , -1071 , -1064 , -1000 , 450
D , 144 , 297 , 1933 , 107 , -1108 , -1094 , -1000 , 450
D , 145 , 439 , 1994 , 165 , -1108 , -1094 , -1000 , 450
D , 146 , 555 , 2056 , 75 , -1136 , -1123 , -1000 , 450
D , 147 , 675 , 2120 , -80 , -1136 , -1123 , -1000 , 450
D , 148 , 799 , 2184 , -198 , -1168 , -1141 , -1000 , 450
D , 149 , 929 , 2262 , -50 , -1184 , -1150 , -1000 , 450
D , 150 , 1064 , 2336 , 214 , -1188 , -1159 , -1000 , 450
D , 151 , 1205 , 2424 , 204 , -1188 , -1159 , -839 , 450
D , 152 , 1349 , 2505 , 115 , -1198 , -1180 , -660 , 450
D , 153 , 1498 , 2589 , -53 , -1198 , -1180 , -482 , 450
D , 154 , 1651 , 2675 , -134 , -1204 , -1207 , -303 , 450
D , 155 , 1846 , 2752 , -218 , -1204 , -1207 , -74 , 450
D , 156 , 1998 , 2787 , -212 , -1208 , -1229 , 67 , 450
D , 157 , 2136 , 2771 , -85 , -1208 , -1229 , 162 , 450
D , 158 , 2249 , 2676 , 45 , -1193 , -1215 , 188 , 450
D , 159 , 2334 , 2508 , 147 , -1193 , -1215 , 152 , 450
D , 160 , 2387 , 2276 , 100 , -1152 , -1165 , 43 , 450
D , 161 , 2411 , 1994 , 13 , -1124 , -1141 , -103 , 450
D , 162 , 2410 , 1681 , -32 , -1091 , -1104 , -311 , 450
D , 163 , 2392 , 1372 , -3 , -1091 , -1104 , -502 , 450
D , 164 , 2355 , 1082 , -30 , -1010 , -1034 , -687 , 450
D , 165 , 2324 , 839 , -4 , -969 , -986 , -829 , 450
D , 166 , 2299 , 658 , 41 , -938 , -939 , -885 , 450
D , 167 , 2285 , 535 , -15 , -893 , -906 , -894 , 450
D , 168 , 2291 , 505 , -90 , -850 , -869 , -809 , 450
D , 169 , 2326 , 574 , -32 , -827 , -852 , -611 , 450
D , 170 , 2395 , 731 , 107 , -795 , -824 , -354 , 450
D , 171 , 2494 , 942 , 48 , -775 , -795 , 7 , 450
D , 172 , 2608 , 1147 , -99 , -746 , -765 , 373 , 450
D , 173 , 2725 , 1327 , -25 , -725 , -741 , 784 , 450
D , 174 , 2870 , 1470 , 2 , -693 , -714 , 1000 , 450
D , 175 , 2974 , 1541 , -36 , -693 , -714 , 1000 , 450
D , 176 , 3050 , 1506 , 35 , -613 , -611 , 1000 , 450
D , 177 , 3093 , 1384 , 21 , -558 , -557 , 1000 , 450
D , 178 , 3108 , 1200 , 98 , -513 , -506 , 1000 , 450
D , 179 , 3099 , 977 , 4 , -474 , -459 , 1000 , 450
D , 180 , 3064 , 708 , 30 , -430 , -426 , 1000 , 450
D , 181 , 3004 , 407 , -32 , -430 , -426 , 1000 , 450
D , 182 , 2926 , 101 , -97 , -350 , -349 , 939 , 450
D , 183 , 2817 , -174 , -72 , -316 , -310 , 712 , 450
D , 184 , 2728 , -413 , -74 , -279 , -275 , 525 , 450
D , 185 , 2636 , -623 , -65 , -279 , -275 , 362 , 450
D , 186 , 2544 , -803 , -50 , -192 , -207 , 232 , 450
D , 187 , 2455 , -944 , -53 , -155 , -171 , 139 , 450
D , 188 , 2374 , -1038 , -6 , -110 , -127 , 86 , 450
D , 189 , 2303 , -1083 , 47 , -60 , -69 , 112 , 450
D , 190 , 2245 , -1086 , 47 , -28 , -18 , 216 , 450
D , 191 , 2199 , -1051 , 7 , 41 , 32 , 328 , 450
D , 192 , 2165 , -978 , -36 , 89 , 83 , 538 , 450
D , 193 , 2139 , -883 , -48 , 89 , 83 , 746 , 450
D , 194 , 2129 , -782 , -18 , 170 , 189 , 979 , 450
D , 195 , 2120 , -700 , -35 , 170 , 189 , 1000 , 450
D , 196 , 2103 , -665 , -84 , 233 , 252 , 1000 , 450
D , 197 , 2066 , -703 , -106 , 274 , 273 , 1000 , 450
D , 198 , 2004 , -816 , 5 , 274 , 289 , 1000 , 450
D , 199 , 1918 , -970 , 103 , 274 , 289 , 1000 , 450
D , 200 , 1817 , -1142 , 124 , 317 , 350 , 911 , 450
D , 201 , 1707 , -1305 , 92 , 317 , 350 , 735 , 450
D , 202 , 1568 , -1441 , -3 , 357 , 402 , 556 , 450
D , 203 , 1460 , -1544 , -102 , 382 , 420 , 429 , 450
D , 204 , 1359 , -1613 , -79 , 395 , 446 , 341 , 450
D , 205 , 1265 , -1644 , 63 , 395 , 446 , 289 , 450
D , 206 , 1184 , -1630 , 53 , 418 , 472 , 281 , 450
D , 207 , 1117 , -1579 , -50 , 433 , 485 , 335 , 450
D , 208 , 1062 , -1503 , -36 , 441 , 492 , 349 , 450
D , 209 , 1017 , -1411 , 54 , 450 , 499 , 411 , 450
D , 210 , 981 , -1307 , 91 , 476 , 509 , 497 , 450
D , 211 , 952 , -1198 , 13 , 476 , 509 , 625 , 450
D , 212 , 919 , -1104 , -76 , 474 , 530 , 677 , 450
D , 213 , 890 , -1038 , -52 , 489 , 547 , 748 , 450
D , 214 , 854 , -1006 , 54 , 513 , 560 , 796 , 450
D , 215 , 807 , -1013 , 78 , 510 , 571 , 801 , 450
D , 216 , 748 , -1058 , 31 , 538 , 586 , 721 , 450
D , 217 , 676 , -1129 , -32 , 528 , 603 , 668 , 450
D , 218 , 595 , -1209 , 11 , 556 , 620 , 536 , 450
D , 219 , 512 , -1279 , 82 , 563 , 619 , 461 , 450
D , 220 , 429 , -1329 , 8 , 569 , 627 , 351 , 450
D , 221 , 332 , -1359 , -13 , 572 , 623 , 258 , 450
D , 222 , 261 , -1364 , -2 , 570 , 623 , 189 , 450
D , 223 , 200 , -1338 , -6 , 555 , 618 , 157 , 450
D , 224 , 149 , -1290 , -57 , 554 , 604 , 125 , 450
D , 225 , 106 , -1220 , -119 , 544 , 585 , 129 , 450
D , 226 , 74 , -1124 , -80 , 542 , 578 , 148 , 450
D , 227 , 57 , -998 , -58 , 526 , 573 , 232 , 450
D , 228 , 54 , -847 , -4 , 519 , 557 , 339 , 450
D , 229 , 65 , -681 , 14 , 516 , 548 , 467 , 450
D , 230 , 86 , -507 , 55 , 509 , 531 , 629 , 450
D , 231 , 121 , -346 , 66 , 501 , 523 , 776 , 450
D , 232 , 154 , -200 , 56 , 494 , 506 , 920 , 450
D , 233 , 184 , -92 , 23 , 488 , 499 , 1000 , 450
D , 234 , 199 , -61 , -43 , 486 , 491 , 1000 , 450
D , 235 , 184 , -136 , -137 , 490 , 484 , 963 , 450
D , 236 , 134 , -298 , -140 , 493 , 491 , 776 , 450
D , 237 , 59 , -495 , -4 , 490 , 492 , 553 , 450
D , 238 , -28 , -688 , 0 , 499 , 485 , 301 , 450
D , 239 , -119 , -859 , -83 , 499 , 485 , 73 , 450
D , 240 , -228 , -979 , -148 , 508 , 480 , -126 , 450
D , 241 , -305 , -1051 , -111 , 503 , 490 , -256 , 450
D , 242 , -369 , -1075 , -110 , 508 , 480 , -324 , 450
D , 243 , -416 , -1036 , -14 , 510 , 475 , -334 , 450
D , 244 , -437 , -913 , 65 , 500 , 446 , -247 , 450
D , 245 , -423 , -697 , 79 , 500 , 446 , -98 , 450
D , 246 , -368 , -396 , -17 , 464 , 420 , 178 , 450
D , 247 , -282 , -63 , -106 , 452 , 399 , 513 , 450
D , 248 , -179 , 254 , -74 , 433 , 384 , 854 , 450
D , 249 , -75 , 512 , 5 , 433 , 384 , 1000 , 450
D , 250 , 42 , 695 , 6 , 403 , 357 , 1000 , 450
D , 251 , 116 , 785 , -64 , 403 , 357 , 1000 , 450
D , 252 , 159 , 760 , -52 , 401 , 352 , 1000 , 450
D , 253 , 163 , 621 , -1 , 401 , 352 , 1000 , 450
D , 254 , 130 , 397 , -25 , 413 , 358 , 1000 , 450
D , 255 , 69 , 137 , -137 , 413 , 358 , 940 , 450
D , 256 , -8 , -123 , -235 , 414 , 360 , 646 , 450
D , 257 , -93 , -356 , -116 , 414 , 360 , 368 , 450
D , 258 , -180 , -561 , 137 , 421 , 362 , 110 , 450
D , 259 , -265 , -722 , 114 , 421 , 362 , -88 , 450
D , 260 , -363 , -836 , 54 , 418 , 372 , -208 , 450
D , 261 , -430 , -896 , -99 , 418 , 372 , -374 , 450
D , 262 , -478 , -882 , -191 , 411 , 381 , -393 , 450
D , 263 , -498 , -776 , -192 , 411 , 381 , -317 , 450
D , 264 , -478 , -563 , 2 , 398 , 389 , -123 , 450
D , 265 , -421 , -281 , 171 , 398 , 389 , 193 , 450
D , 266 , -339 , 20 , 252 , 392 , 372 , 536 , 450
D , 267 , -243 , 303 , 161 , 392 , 372 , 861 , 450
D , 268 , -148 , 532 , -53 , 398 , 372 , 1000 , 450
D , 269 , -37 , 699 , -140 , 398 , 372 , 1000 , 450
D , 270 , 35 , 788 , -112 , 390 , 377 , 1000 , 450
D , 271 , 77 , 753 , -4 , 390 , 377 , 1000 , 450
D , 272 , 79 , 603 , 43 , 408 , 391 , 1000 , 450
D , 273 , 43 , 381 , -11 , 408 , 391 , 1000 , 450
D , 274 , -15 , 139 , -5 , 418 , 412 , 1000 , 450
D , 275 , -87 , -99 , -99 , 433 , 418 , 836 , 450
D , 276 , -164 , -321 , -189 , 437 , 421 , 610 , 450
D , 277 , -244 , -511 , -109 , 437 , 421 , 384 , 450
D , 278 , -325 , -679 , 113 , 448 , 423 , 180 , 450
D , 279 , -426 , -816 , 241 , 448 , 423 , -24 , 450
D , 280 , -504 , -922 , 188 , 445 , 425 , -249 , 450
D , 281 , -577 , -997 , 128 , 445 , 425 , -314 , 450
D , 282 , -639 , -1018 , 23 , 447 , 416 , -396 , 450
D , 283 , -681 , -961 , -75 , 447 , 416 , -383 , 450
D , 284 , -689 , -808 , -78 , 447 , 414 , -256 , 450
D , 285 , -658 , -560 , -8 , 447 , 414 , -5 , 450
D , 286 , -591 , -244 , 52 , 447 , 424 , 341 , 450
D , 287 , -471 , 94 , 91 , 435 , 427 , 782 , 450
D , 288 , -365 , 389 , 48 , 436 , 430 , 1000 , 450
D , 289 , -263 , 623 , 37 , 435 , 430 , 1000 , 450
D , 290 , -173 , 779 , 2 , 433 , 430 , 1000 , 450
D , 291 , -106 , 831 , -18 , 428 , 424 , 1000 , 450
D , 292 , -77 , 751 , -41 , 427 , 422 , 1000 , 450
D , 293 , -90 , 558 , -25 , 425 , 415 , 1000 , 450
D , 294 , -141 , 294 , 18 , 419 , 403 , 1000 , 450
D , 295 , -216 , 11 , 51 , 411 , 400 , 957 , 450
D , 296 , -305 , -262 , -1 , 406 , 395 , 620 , 450
D , 297 , -398 , -497 , 12 , 401 , 400 , 318 , 450
D , 298 , -513 , -694 , 128 , 392 , 403 , 31 , 450
D , 299 , -604 , -856 , 222 , 388 , 407 , -199 , 450
S, 10 , 600 , 7393 , 1 , 1 , 878 , 539 , 449 , 1660 , 366
D , 0 , 0 , 566 , -21 , 757 , 716 , 1000 , 387
D , 1 , 2 , 449 , -93 , 749 , 753 , 1000 , 387
D , 2 , -29 , 261 , 27 , 747 , 756 , 1000 , 388
D , 3 , -83 , 53 , 108 , 743 , 755 , 1000 , 389
D , 4 , -146 , -134 , -17 , 743 , 707 , 803 , 390
D , 5 , -202 , -278 , -253 , 745 , 705 , 543 , 390
D , 6 , -255 , -392 , -271 , 750 , 704 , 385 , 391
D , 7 , -304 , -474 , 52 , 749 , 749 , 265 , 392
D , 8 , -357 , -521 , 124 , 754 , 700 , 231 , 393
D , 9 , -389 , -527 , 238 , 756 , 708 , 123 , 393
D , 10 , -408 , -488 , 35 , 762 , 704 , 149 , 394
D , 11 , -410 , -400 , -116 , 758 , 705 , 225 , 395
D , 12 , -389 , -252 , -204 , 754 , 705 , 370 , 396
D , 13 , -342 , -55 , -92 , 740 , 703 , 583 , 396
D , 14 , -274 , 172 , 195 , 744 , 702 , 828 , 397
D , 15 , -195 , 386 , 282 , 744 , 706 , 1000 , 398
D , 16 , -111 , 579 , 19 , 739 , 707 , 1000 , 399
D , 17 , -31 , 723 , -220 , 748 , 712 , 1000 , 399
D , 18 , 47 , 767 , -137 , 744 , 741 , 1000 , 400
D , 19 , 77 , 710 , 68 , 747 , 755 , 1000 , 401
D , 20 , 73 , 561 , 161 , 748 , 770 , 1000 , 402
D , 21 , 43 , 374 , 53 , 755 , 743 , 1000 , 402
D , 22 , 0 , 181 , -124 , 761 , 737 , 1000 , 403
D , 23 , -50 , 6 , -162 , 766 , 736 , 985 , 404
D , 24 , -99 , -138 , -83 , 766 , 785 , 810 , 405
D , 25 , -146 , -250 , 262 , 759 , 784 , 734 , 405
D , 26 , -185 , -321 , 210 , 760 , 788 , 616 , 406
D , 27 , -222 , -375 , 0 , 762 , 752 , 535 , 407
D , 28 , -263 , -412 , -113 , 759 , 796 , 406 , 408
D , 29 , -292 , -437 , -19 , 759 , 790 , 412 , 408
D , 30 , -319 , -445 , 129 , 762 , 798 , 365 , 409
D , 31 , -339 , -440 , 160 , 768 , 802 , 362 , 410
D , 32 , -357 , -421 , 163 , 774 , 815 , 371 , 411
D , 33 , -368 , -385 , 108 , 792 , 819 , 417 , 411
D , 34 , -372 , -334 , 80 , 795 , 836 , 489 , 412
D , 35 , -364 , -252 , -33 , 799 , 846 , 596 , 413
D , 36 , -343 , -138 , -46 , 810 , 861 , 737 , 414
D , 37 , -300 , -7 , 16 , 807 , 875 , 933 , 414
D , 38 , -259 , 121 , 41 , 810 , 874 , 1000 , 415
D , 39 , -213 , 241 , -18 , 801 , 861 , 1000 , 416
D , 40 , -167 , 336 , -158 , 795 , 853 , 1000 , 417
D , 41 , -135 , 358 , -151 , 792 , 841 , 1000 , 417
D , 42 , -131 , 279 , -43 , 785 , 835 , 1000 , 418
D , 43 , -157 , 139 , 175 , 783 , 835 , 1000 , 419
D , 44 , -203 , -32 , 259 , 782 , 832 , 921 , 420
D , 45 , -260 , -199 , 105 , 791 , 832 , 705 , 420
D , 46 , -334 , -347 , -178 , 792 , 831 , 509 , 421
D , 47 , -392 , -466 , -207 , 792 , 826 , 341 , 422
D , 48 , -445 , -544 , -130 , 792 , 826 , 206 , 423
D , 49 , -490 , -590 , 19 , 797 , 827 , 116 , 423
D , 50 , -523 , -583 , -23 , 792 , 828 , 94 , 424
D , 51 , -539 , -525 , -34 , 790 , 820 , 118 , 425
D , 52 , -536 , -415 , 52 , 790 , 810 , 201 , 426
D , 53 , -506 , -236 , 77 , 780 , 806 , 371 , 426
D , 54 , -449 , -11 , 21 , 771 , 788 , 604 , 427
D , 55 , -370 , 242 , -145 , 761 , 774 , 867 , 428
D , 56 , -280 , 487 , -155 , 755 , 760 , 1000 , 429
D , 57 , -163 , 686 , 41 , 749 , 744 , 1000 , 429
D , 58 , -75 , 832 , 205 , 747 , 738 , 1000 , 430
D , 59 , -6 , 889 , 205 , 751 , 744 , 1000 , 431
D , 60 , 31 , 834 , 47 , 765 , 752 , 1000 , 432
D , 61 , 34 , 691 , -133 , 765 , 759 , 1000 , 432
D , 62 , 11 , 502 , -174 , 762 , 762 , 1000 , 433
D , 63 , -22 , 324 , 16 , 761 , 764 , 1000 , 434
D , 64 , -60 , 175 , 156 , 763 , 766 , 1000 , 435
D , 65 , -95 , 47 , 251 , 767 , 774 , 924 , 435
D , 66 , -131 , -58 , 74 , 766 , 774 , 809 , 436
D , 67 , -173 , -151 , 9 , 767 , 771 , 680 , 437
D , 68 , -208 , -232 , -100 , 773 , 786 , 567 , 438
D , 69 , -243 , -302 , -20 , 775 , 787 , 498 , 438
D , 70 , -278 , -363 , 93 , 790 , 788 , 409 , 439
D , 71 , -310 , -399 , 72 , 791 , 792 , 366 , 440
D , 72 , -338 , -414 , 60 , 801 , 803 , 328 , 441
D , 73 , -357 , -401 , -106 , 816 , 812 , 348 , 441
D , 74 , -367 , -357 , -108 , 828 , 828 , 409 , 442
D , 75 , -362 , -275 , -18 , 838 , 840 , 525 , 443
D , 76 , -334 , -144 , 167 , 815 , 853 , 701 , 444
D , 77 , -295 , -1 , 189 , 858 , 870 , 850 , 444
D , 78 , -246 , 147 , -30 , 830 , 883 , 1000 , 445
D , 79 , -194 , 281 , -146 , 864 , 880 , 1000 , 446
D , 80 , -141 , 391 , -91 , 820 , 870 , 1000 , 447
D , 81 , -97 , 450 , -24 , 812 , 863 , 1000 , 447
D , 82 , -71 , 430 , 84 , 803 , 865 , 1000 , 448
D , 83 , -76 , 318 , 48 , 807 , 860 , 1000 , 449
D , 84 , -109 , 151 , 51 , 796 , 854 , 1000 , 450
